StartDate;EndDate;Status;IPAddress;Progress;Duration (in seconds);Finished;RecordedDate;ResponseId;RecipientLastName;RecipientFirstName;RecipientEmail;ExternalReference;LocationLatitude;LocationLongitude;DistributionChannel;UserLanguage;ProlificID;Location_1;Age_2;Gender_3;Gender_3_5_TEXT;Role_4;Role_4_8_TEXT;Experience_5;AgileExp_6;Education_7;Education_7_4_TEXT;Team_8;AgileMethod_9;AgileMethod_9_5_TEXT;TeamSize_10;ProjectScope_11;MultiFunc_12_1;SoftDev_13;SoftDev_13_4_TEXT;WorkingTogether_14;InHouseOutsource_15;InHouseOutsource_15_3_TEXT;Colocated_16;MultipleTeams_17;PS_18_1;PS_18_2;PS_18_3;PS_18_4;PS_18_5;PS_18_6;PS_18_7;Leadership_19_1;Leadership_19_2;Leadership_19_3;Leadership_20_1;Leadership_20_2;Leadership_20_3;Leadership_21_1;Leadership_21_2;Leadership_21_3;Leadership_21_4;Leadership_22_1;Leadership_22_2;Leadership_22_3;Leadership_22_4;Leadership_22_5;AttentionCheck_23_1;Autonomy_24_1;Autonomy_24_2;Autonomy_24_3;Autonomy_24_4;Autonomy_24_5;Autonomy_24_6;DecisionMaking_25_1;DecisionMaking_25_2;DecisionMaking_25_3;DecisionMaking_25_4;SlackTime_26_1;SlackTime_26_2;SlackTime_26_3;SafetyNet_27_1;SafetyNet_27_2;SafetyNet_27_3;NoBlame_28_1;NoBlame_28_2;NoBlame_28_3;Openness_29_1;Openness_29_2;Openness_29_3;Openness_29_4;Openness_29_5;SpeakingUp_30_1;SpeakingUp_30_2;SpeakingUp_30_3;SpeakingUp_30_4;AdmittingMistakes_31_1;AdmittingMistakes_31_2;AdmittingMistakes_31_3;AdmittingMistakes_31_4;AdmittingMistakes_32;LearningMistakes_33_1;LearningMistakes_33_2;LearningMistakes_33_3;Helping_34_1;Helping_34_2;Helping_34_3;Helping_34_4;Helping_34_5;ProblemSolving_35_1;ProblemSolving_35_2;ProblemSolving_35_3;AttentionCheck_36;TakingInitiatives_37_1;TakingInitiatives_37_2;TakingInitiatives_37_3;TakingInitiatives_37_4;TakingInitiatives_37_5;TakingInitiatives_38;Coaching_39;PairProgramming_40;Role_41;Role_41_8_TEXT;ProjectScope_42;Technologies_43
2022-05-27 05:20:30;2022-05-27 05:37:58;IP Address;193.16.224.9;100;1047;TRUE;2022-05-27 05:38:01;R_1IinTIutjcsWpJ3;;;;;49.2962;8.7015;anonymous;EN;604b169fe4b7991ec08da3a6;Germany;31 - 40 years;Male;;Senior software engineer;;9 - 11 years;6 - 8 years;Master's degree;;Yes, I understand this requirement;Scrum;;7;its from architecting microservice structure to bring it live to the end customer;Strongly agree;Custom development,Maintenance/enhancement of existing system(s);;More than 4 years;In-house,Outsourced;;3-4 days per week;Yes;Somewhat disagree;Somewhat agree;Strongly disagree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Somewhat agree;Somewhat agree;Somewhat agree;Strongly agree;Somewhat agree;Somewhat agree;Strongly agree;Somewhat agree;Somewhat agree;Strongly agree;Somewhat agree;Somewhat agree;Strongly agree;Somewhat agree;Somewhat agree;Strongly agree;Somewhat agree;Somewhat agree;Somewhat agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Somewhat agree;Somewhat agree;Strongly agree;Neither agree nor disagree;Somewhat agree;Somewhat agree;Neither agree nor disagree;Somewhat disagree;Somewhat agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Somewhat agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Somewhat agree;Strongly agree;Strongly agree;Somewhat disagree;Somewhat agree;Somewhat agree;Somewhat agree;"i didnt test code changes and pushed it to the develop branch, this caused on the frontend javascript error, which then lead to buggy behavior.

i assumed something, but didnt test it out. which in the end didnt work";Strongly agree;Somewhat disagree;Neither agree nor disagree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Casablanca;Somewhat agree;Somewhat agree;Somewhat agree;Somewhat agree;Strongly agree;"'- we added a static analysing tool into our pipeline
- we added a tool, which checks our code coverage. so it should not fall below a certain number ";Sometimes;Sometimes;Senior software engineer;;architecting micrservice structure and deploy it the dev / prod env. Aswell connecting the backend with the frontend code;we are using Javascript(node js), PHP, java at the backend and at the frontend vue and react
2022-05-27 05:08:26;2022-05-27 05:39:52;IP Address;86.131.102.28;100;1886;TRUE;2022-05-27 05:39:55;R_3qsBwpEbbyikS80;;;;;51.5101;-3.5817;anonymous;EN;5da8768c2a921500145c6a0d;United Kingdom;30 years or younger;Male;;Tech Lead;;6 - 8 years;6 - 8 years;Bachelor's degree;;Yes, I understand this requirement;Scrum,Kanban;;7;The scope of my current project is to develop completely new billing system and migrate all of the organisations customers from an old legacy system to this new system once developed ;Somewhat disagree;Custom development,Implementation of software packages/COTS,Maintenance/enhancement of existing system(s);;Less than 1 year;In-house;;Less than 1 day per week;Yes;Somewhat disagree;Strongly agree;Somewhat agree;Somewhat agree;Somewhat agree;Neither agree nor disagree;Somewhat agree;Somewhat agree;Somewhat agree;Somewhat agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Somewhat agree;Strongly agree;Somewhat agree;Somewhat agree;Somewhat agree;Strongly agree;Strongly agree;Strongly agree;Somewhat agree;Somewhat agree;Neither agree nor disagree;Somewhat agree;Somewhat agree;Somewhat agree;Strongly agree;Somewhat agree;Somewhat agree;Strongly agree;Somewhat disagree;Somewhat disagree;Strongly disagree;Somewhat agree;Somewhat agree;Somewhat agree;Strongly agree;Strongly agree;Somewhat agree;Strongly agree;Strongly agree;Somewhat agree;Somewhat agree;Somewhat agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Somewhat agree;Strongly agree;A number of code fixes were implemented that resolved the issue that they intended to resolve, but created a new issue in another area of work that was not anticipated. This was because part of the code was omitted from the fix. Secondly, entering the wrong code into an update rendered part of the database inaccessible for users for around a half a day. This meant customer service advisors couldnt serve customers when they phoned up with an inquiry about their account ;Strongly agree;Strongly agree;Strongly agree;Somewhat agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Somewhat agree;Strongly agree;Strongly agree;Casablanca;Somewhat agree;Somewhat agree;Somewhat agree;Somewhat agree;Somewhat agree;"We started peer reviewing software quality within our own team before sending it onto 
 another team for 'External QA' for a further review. We found that if any silly mistakes were made in the code, they would be picked up within our peer review and before it got to 'External QA', Secondly, we have devised a better folder structure within our drives so we can easily refer back to previous updates that we know have worked. We have been able to refer back to these files when developing similar updates  ";Always;Never;Tech Lead;;We are currently developing a new system to hold all of our customer data and migrate all of our customers from our old legacy system to the new system once developed. ;N/A - I am a Tech Lead. Im not sure what to put in this box as it seems to be for QA's only, but need a minimum of 80 characters to let it advance
2022-05-27 05:30:22;2022-05-27 05:40:09;IP Address;79.69.86.189;100;586;TRUE;2022-05-27 05:40:11;R_2rDsSuEIN9rXxUi;;;;;51.9276;-0.4968;anonymous;EN;5eb93895aef0a200086bbb68;United Kingdom;30 years or younger;Female;;DevOps Engineer;;3 - 5 years;3 - 5 years;Master's degree;;Yes, I understand this requirement;Scrum;;10;To create a successful CI/CD pipeline from end to end, pushing code up to putting rpms on machines;Strongly agree;Custom development,Maintenance/enhancement of existing system(s);;1 – 2 years;In-house;;3-4 days per week;Yes;Strongly disagree;Strongly agree;Strongly disagree;Strongly agree;Strongly agree;Strongly agree;Somewhat agree;Somewhat agree;Somewhat agree;Strongly agree;Somewhat agree;Somewhat agree;Somewhat agree;Somewhat agree;Strongly agree;Strongly agree;Somewhat agree;Neither agree nor disagree;Somewhat agree;Somewhat agree;Strongly agree;Somewhat agree;Strongly agree;Somewhat agree;Strongly agree;Somewhat agree;Somewhat agree;Strongly agree;Somewhat agree;Somewhat agree;Strongly agree;Somewhat agree;Somewhat agree;Somewhat agree;Somewhat agree;Strongly agree;Somewhat agree;Neither agree nor disagree;Somewhat agree;Strongly agree;Somewhat agree;Somewhat agree;Somewhat agree;Neither agree nor disagree;Strongly agree;Somewhat agree;Somewhat agree;Somewhat agree;Somewhat agree;Strongly agree;Somewhat agree;Somewhat agree;Neither agree nor disagree;Strongly agree;Somewhat agree;"Lack of knowledge on the systems I am working on
Running the wrong commands";Somewhat agree;Strongly agree;Somewhat agree;Somewhat agree;Neither agree nor disagree;Neither agree nor disagree;Somewhat agree;Somewhat agree;Somewhat agree;Strongly agree;Somewhat agree;Casablanca;Somewhat agree;Strongly agree;Somewhat agree;Somewhat agree;Somewhat agree;"Have someone check your work
do research";Most of the time;Most of the time;DevOps Engineer;;End to end CI/CD project from pushes code out to putting rpms on machines, this is using azure pipelines;Python, terraform, aws, puppet and kubernetis are the technologies we are using at the moment and .net and azure pipelines
2022-05-27 05:10:59;2022-05-27 05:41:01;IP Address;143.159.84.98;100;1802;TRUE;2022-05-27 05:41:03;R_3oS1zc7jrqtNHuV;;;;;52.2991;-0.6942;anonymous;EN;572f526c3c27e7000e0b8aaa;United Kingdom;31 - 40 years;Male;;Tech Lead;;More than 12 years;3 - 5 years;Bachelor's degree;;Yes, I understand this requirement;Scrum;;5;An upgrade to the invoicing module of our company's online order placement system.;Strongly agree;Custom development,Maintenance/enhancement of existing system(s);;3 – 4 years;In-house;;1-2 days per week;Yes;Strongly disagree;Strongly agree;Strongly disagree;Somewhat agree;Strongly agree;Strongly agree;Strongly agree;Neither agree nor disagree;Somewhat agree;Strongly agree;Somewhat agree;Somewhat agree;Strongly agree;Strongly agree;Somewhat agree;Strongly agree;Strongly agree;Somewhat agree;Neither agree nor disagree;Neither agree nor disagree;Somewhat agree;Somewhat agree;Strongly agree;Somewhat agree;Somewhat agree;Strongly agree;Neither agree nor disagree;Somewhat agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Somewhat agree;Neither agree nor disagree;Neither agree nor disagree;Strongly agree;Somewhat agree;Somewhat agree;Strongly agree;Strongly agree;Somewhat agree;Somewhat agree;Strongly agree;Strongly agree;Strongly agree;Somewhat agree;Somewhat agree;Somewhat agree;Strongly agree;Somewhat agree;Somewhat agree;Strongly agree;Strongly agree;Strongly agree;"Errors caused through not complying with coding standards.
Performance issues from sub-optimal database design.";Strongly agree;Somewhat agree;Strongly agree;Strongly agree;Somewhat agree;Somewhat agree;Somewhat agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Casablanca;Neither agree nor disagree;Somewhat disagree;Somewhat disagree;Somewhat agree;Somewhat agree;We don't use experiments, but do use books, tutorials etc to learn best-practice methodologies and techniques.;Sometimes;Sometimes;Tech Lead;;An upgrade and enhancement of our company's ecommerce sales and ordering system.; Programming technologies are mainly those that are part of the Microsoft .NET framework (C#, ASP, Azure, SQL Server etc)
2022-05-27 05:05:57;2022-05-27 05:43:03;IP Address;217.129.127.53;100;2225;TRUE;2022-05-27 05:43:05;R_3pUY2rrpfEPhRAd;;;;;38.52;-8.8859;anonymous;EN;5b06ebe96f73510001fdb40e;Portugal;31 - 40 years;Male;;Software engineer;;6 - 8 years;Less than 3 years;Bachelor's degree;;Yes, I understand this requirement;Scrum;;4;Development of a multimedia system to demonstrate traded values and other data (such as advertising) in fuel refueling systems.;Somewhat agree;Custom development;;More than 4 years;In-house;;3-4 days per week;Yes;Neither agree nor disagree;Somewhat agree;Somewhat agree;Strongly agree;Somewhat agree;Somewhat disagree;Somewhat disagree;Neither agree nor disagree;Somewhat agree;Somewhat agree;Strongly agree;Neither agree nor disagree;Somewhat agree;Somewhat agree;Strongly agree;Somewhat agree;Somewhat agree;Somewhat agree;Somewhat agree;Somewhat agree;Strongly agree;Strongly agree;Strongly agree;Neither agree nor disagree;Somewhat agree;Somewhat agree;Neither agree nor disagree;Strongly agree;Neither agree nor disagree;Somewhat agree;Somewhat disagree;Neither agree nor disagree;Somewhat agree;Somewhat agree;Somewhat agree;Somewhat agree;Neither agree nor disagree;Neither agree nor disagree;Somewhat agree;Strongly disagree;Strongly disagree;Neither agree nor disagree;Neither agree nor disagree;Somewhat disagree;Neither agree nor disagree;Somewhat agree;Neither agree nor disagree;Somewhat agree;Somewhat agree;Neither agree nor disagree;Somewhat agree;Neither agree nor disagree;Neither agree nor disagree;Somewhat agree;Neither agree nor disagree;"'- Lack of technical documentation in Confluence
- Using code formatting in a style according to a set of conventions";Neither agree nor disagree;Somewhat agree;Somewhat agree;Somewhat disagree;Neither agree nor disagree;Strongly disagree;Somewhat agree;Neither agree nor disagree;Somewhat agree;Strongly agree;Somewhat disagree;Casablanca;Strongly disagree;Strongly disagree;Somewhat disagree;Strongly disagree;Neither agree nor disagree;'- Learn how to use a version control system;Never;Never;Software engineer;;I'm devellopping embedded sofware for a multimedia system to be applied to fuelling systems;C, C++, Python, QT, QML, Arduino, ARM, Matlab, websockets, MQTT, Toradex NXP i.MX 8M
2022-05-27 05:14:21;2022-05-27 05:43:09;IP Address;46.65.79.175;100;1728;TRUE;2022-05-27 05:43:11;R_3dWVGekx9qZawBs;;;;;51.5876;0.6048;anonymous;EN;5ea0304b6d57b8000c9b742c;United Kingdom;41 - 50 years;Male;;QA Lead;;More than 12 years;3 - 5 years;Master's degree;;Yes, I understand this requirement;XP;;15;We are developing a dealer payment system that allows the company to pay dealers incentives based on targets that they achieve. Targets are set by the company on a monthly, quarterly and annual basis and the dealers are incentivised to achieve the targets. If they over-achieve they get a volume bonus and under-achieving dealers just get the basic minimum.;Somewhat agree;Custom development,Maintenance/enhancement of existing system(s);;More than 4 years;In-house,Outsourced;;3-4 days per week;Yes;Strongly disagree;Strongly agree;Somewhat disagree;Somewhat agree;Strongly agree;Strongly agree;Somewhat agree;Somewhat agree;Strongly agree;Somewhat agree;Somewhat disagree;Strongly disagree;Somewhat disagree;Somewhat agree;Neither agree nor disagree;Strongly agree;Somewhat agree;Somewhat disagree;Strongly disagree;Somewhat agree;Somewhat disagree;Strongly disagree;Strongly agree;Somewhat agree;Somewhat agree;Neither agree nor disagree;Strongly agree;Somewhat agree;Somewhat agree;Strongly agree;Strongly agree;Somewhat agree;Somewhat agree;Somewhat agree;Neither agree nor disagree;Neither agree nor disagree;Strongly agree;Strongly agree;Somewhat agree;Somewhat agree;Somewhat disagree;Neither agree nor disagree;Somewhat disagree;Neither agree nor disagree;Somewhat agree;Neither agree nor disagree;Somewhat agree;Somewhat agree;Strongly agree;Somewhat agree;Somewhat agree;Somewhat agree;Somewhat agree;Strongly agree;Somewhat agree;We have had coding errors where the base code was not written as per the customer's requirement that resulted in incorrect bands being setup and paid. We have also experienced testing errors where the test scripts and the test plans completely ignored/missed a critical part of a new functionality that we had added to the software.;Strongly agree;Somewhat agree;Somewhat agree;Strongly agree;Somewhat agree;Somewhat agree;Strongly agree;Somewhat agree;Strongly agree;Somewhat agree;Strongly agree;Casablanca;Strongly agree;Somewhat agree;Somewhat agree;Strongly agree;Strongly agree;We have experimented with real users of the system to perform part of our systems integration testing to root out any quality issues/bugs/semantic errors etc. We also do volume and load testing that involves testing the system until it almost fails/crashes.;Most of the time;About half the time;QA Lead;;The project is an extremely complex payment system that works on a rules based engine at its core. The engine rules enable the correct payment to be paid to the correct dealer across the market. It is a core team of 15 with employees and contractors that have been upgrading this over the last few years.;We use proprietary testing scripts and test plans with proprietary tracking of the testing and QA results versus objective. We report on a weekly basis to senior management and use that forum to ask for additional funding if required.
2022-05-27 05:18:57;2022-05-27 05:43:48;IP Address;94.212.104.48;100;1491;TRUE;2022-05-27 05:43:50;R_1riSbXZVGRdLM0H;;;;;52.8514;6.856;anonymous;EN;5b0c1fdebd9c3100015641ae;Netherlands;31 - 40 years;Male;;Software engineer;;9 - 11 years;Less than 3 years;Bachelor's degree;;Yes, I understand this requirement;Scrum;;9;We're working on an app to guide people through medical emergencies according to official procedures.;Strongly agree;Custom development;;3 – 4 years;In-house;;Always;Yes;Somewhat disagree;Somewhat agree;Strongly disagree;Somewhat agree;Strongly agree;Strongly agree;Strongly agree;Somewhat agree;Somewhat agree;Strongly agree;Strongly agree;Somewhat agree;Strongly agree;Strongly agree;Somewhat agree;Strongly agree;Strongly agree;Somewhat agree;Somewhat agree;Somewhat agree;Neither agree nor disagree;Somewhat agree;Strongly agree;Somewhat agree;Somewhat agree;Neither agree nor disagree;Somewhat agree;Strongly agree;Somewhat disagree;Somewhat agree;Somewhat agree;Neither agree nor disagree;Somewhat agree;Strongly agree;Somewhat agree;Somewhat agree;Somewhat agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Somewhat agree;Somewhat agree;Somewhat agree;Somewhat agree;Somewhat agree;Somewhat agree;Neither agree nor disagree;Somewhat agree;Somewhat agree;Strongly agree;Somewhat agree;Somewhat agree;Somewhat agree;Somewhat agree;"I've forgotten to write entire unit tests before moving to dev stage, which costs us atleast 2 days of bug fixing. 
I've used unsupported libraries to fix small issues, which were obsolete a few weeks later requiring to start over.";Strongly agree;Somewhat agree;Somewhat agree;Somewhat agree;Somewhat agree;Strongly agree;Strongly agree;Strongly agree;Somewhat agree;Strongly agree;Strongly agree;Casablanca;Somewhat agree;Somewhat agree;Neither agree nor disagree;Somewhat disagree;Somewhat agree;On top of my head I can only give one example: I've tried to push to use a gaming engine (Unity) with C# to guide people. Most people were unsure but were willing to give it a try. It didn't work out.;About half the time;Sometimes;Software engineer;;We're developing an app to  guide people through medical emergencies. Currently we're trying out a laravel backend and vue.js frontend. We're thinking about switching over to React because most of our devs are more comfortable that way.;I don't work QA so I can't answer that question. I don't work QA so I can't answer that question. I don't work QA so I can't answer that question.
2022-05-27 05:05:39;2022-05-27 05:45:18;IP Address;185.44.146.151;100;2379;TRUE;2022-05-27 05:45:21;R_1FnXM8EyT6cmOzv;;;;;37.9842;23.7353;anonymous;EN;5f857edcc4d42502bec40821;Greece;Over 51 years old;Female;;Software engineer;;More than 12 years;6 - 8 years;Bachelor's degree;;Yes, I understand this requirement;XP;;3; Me and my team try to design and develop a model based on automation and records the errors of the elevator panel and solve them remotely.;Strongly agree;Custom development;;3 – 4 years;Outsourced;;Always;No;Somewhat agree;Neither agree nor disagree;Somewhat disagree;Somewhat agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Somewhat agree;Neither agree nor disagree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Somewhat agree;Somewhat agree;Strongly agree;Neither agree nor disagree;Neither agree nor disagree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Somewhat agree;Strongly agree;Strongly agree;Somewhat agree;Strongly agree;Somewhat agree;Somewhat agree;Somewhat agree;Somewhat agree;Somewhat agree;Strongly agree;Strongly agree;Strongly agree;Somewhat agree;Somewhat agree;Strongly agree;Somewhat agree;Somewhat agree;Somewhat agree;Somewhat agree;Somewhat agree;Strongly agree;Somewhat agree;Somewhat agree;Somewhat agree;Somewhat agree;Strongly agree;"1) Problem in the frequency of recording errors. That is, depending on the calls received, the elevator recorded 15 errors.
2) Confusion with the duration of the errors for example the application showed that 1 error could last for 5 minutes, while it lasted for all day";Strongly agree;Somewhat agree;Somewhat agree;Somewhat agree;Strongly agree;Somewhat agree;Strongly agree;Strongly agree;Strongly agree;Somewhat agree;Somewhat agree;Casablanca;Somewhat agree;Somewhat agree;Somewhat agree;Somewhat agree;Strongly agree;"1. My team and I tried to work with the university and the school of electronics to help us in the development of the software.
2. We created a team of 2 people who are computer savvy to clear the errors when displaying continuously";About half the time;Most of the time;Software engineer;;Recording errors and solving them remotely on electronic lift boards. Data is stored and depending on the errors and their duration, we set the codes from the office and we know how to solve the problem. There are of course difficulties in recording, because when there is a power outage the data is lost ... but we try to correct this.;Python and javascript. Python is one of the easiest programming languages ​​to learn, as it uses common words and expressions, more white space and fewer brackets. We try to make our lives easier and put into practice everything we learned in college. There are of course difficulties in recording, because when there is a power outage the data is lost ... but we try to correct this. We are also looking for JavaScript developers. Anyone looking for work as a web developer (the person who does the programming for the part of the site that users view, as opposed to the database or servers) should also be familiar with Javascript, in addition to HTML, CSS and other languages scripting. My team attended seminars and specialized in the python programming language.
2022-05-27 05:26:42;2022-05-27 05:45:19;IP Address;109.81.214.235;100;1116;TRUE;2022-05-27 05:45:21;R_1BP1eU32vMxvczV;;;;;49.699;13.3112;anonymous;EN;5b8d7d77b1b22d00017e2daf;Czech republic;30 years or younger;Male;;QA Lead;;3 - 5 years;6 - 8 years;Bachelor's degree;;Yes, I understand this requirement;Scrum;;9;We are currently working on software for construction companies and implementing new features which various customer demands.;Somewhat agree;Custom development,Maintenance/enhancement of existing system(s);;More than 4 years;In-house;;1-2 days per week;Yes;Somewhat disagree;Strongly agree;Somewhat disagree;Somewhat agree;Strongly agree;Somewhat disagree;Somewhat agree;Strongly agree;Somewhat agree;Somewhat agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Somewhat disagree;Somewhat agree;Neither agree nor disagree;Somewhat agree;Strongly agree;Strongly agree;Somewhat agree;Somewhat agree;Somewhat disagree;Somewhat agree;Strongly agree;Somewhat agree;Somewhat agree;Somewhat agree;Strongly agree;Somewhat agree;Neither agree nor disagree;Somewhat agree;Somewhat agree;Somewhat agree;Neither agree nor disagree;Somewhat agree;Somewhat disagree;Somewhat agree;Somewhat disagree;Somewhat agree;Somewhat agree;Strongly agree;Somewhat agree;Somewhat agree;Somewhat agree;Strongly agree;Strongly agree;Strongly agree;Somewhat agree;Somewhat disagree;Somewhat agree;Strongly agree;During testing I missed part of the implementation due to incomplete specification. This problem happens very often and I'm missing some parts which should be tested as well.;Strongly agree;Somewhat agree;Strongly agree;Strongly agree;Somewhat agree;Strongly agree;Strongly agree;Somewhat agree;Somewhat agree;Strongly agree;Somewhat agree;Casablanca;Neither agree nor disagree;Somewhat agree;Neither agree nor disagree;Neither agree nor disagree;Somewhat agree;None in my experience so I can't share two examples;Sometimes;Never;QA Lead;;We are developing software for construction companies, and implementing features which each individual customer can have. Also developing new feature from our initiative so we can offer our software to even more customer. ;We use test cases for keeping the software stable. We do a lot of changes and most of them as triple tested.
2022-05-27 05:05:02;2022-05-27 05:45:57;IP Address;2.83.201.137;100;2454;TRUE;2022-05-27 05:46:03;R_2YsUpw4PCQRMalJ;;;;;41.2396;-8.5208;anonymous;EN;5fa301d5f7d1c859a739a432;Portugal;30 years or younger;Male;;Software developers (including Front End, Back End developers, etc.);;3 - 5 years;Less than 3 years;Master's degree;;Yes, I understand this requirement;Scrum;;6;Its an Encryption software to be used in metering. It will handle all the requests made by the providers be them requesting information to the meters, changing suppliers, making sure the meters have not been tampered with and some other features. It is a centralized application to be used by all the providers in a specific country with guidelines made by the government of said country.;Somewhat agree;Custom development;;Less than 1 year;Outsourced;;Less than 1 day per week;Yes;Strongly disagree;Strongly agree;Strongly disagree;Somewhat agree;Strongly agree;Somewhat agree;Somewhat agree;Somewhat agree;Strongly agree;Strongly agree;Neither agree nor disagree;Somewhat agree;Somewhat agree;Somewhat agree;Somewhat agree;Strongly agree;Strongly agree;Strongly agree;Somewhat agree;Somewhat agree;Somewhat agree;Strongly agree;Strongly agree;Somewhat agree;Somewhat disagree;Neither agree nor disagree;Strongly agree;Somewhat agree;Strongly agree;Strongly agree;Strongly agree;Somewhat agree;Somewhat agree;Strongly agree;Somewhat agree;Somewhat agree;Somewhat agree;Strongly agree;Strongly agree;Strongly agree;Somewhat agree;Somewhat agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Somewhat agree;Somewhat agree;Strongly agree;Strongly agree;Strongly agree;Somewhat agree;Somewhat agree;Somewhat agree;Strongly agree;Misunderstood requirements in the design. Coding without testing my code properly before putting it up for review.;Strongly agree;Somewhat agree;Strongly agree;Strongly agree;Somewhat agree;Strongly agree;Strongly agree;Strongly agree;Somewhat agree;Somewhat agree;Strongly agree;Casablanca;Somewhat agree;Somewhat agree;Somewhat agree;Strongly agree;Strongly agree;Test early and  with automation. Implement quality control tools;Sometimes;Most of the time;Software developers (including Front End, Back End developers, etc.);;Its an Encryption software to be used in metering. It will handle all the requests made by the providers be them requesting information to the meters, changing suppliers, making sure the meters have not been tampered with and some other features. It is a centralized application to be used by all the providers in a specific country with guidelines made by the government of said country. ;As a programming languages we are using in my team Java but for test automation we are using making Python scripts.  For programming frameworks we are using quarkus and also robot framework for test automation. We use a messaging service called rabbitmq and for the database we are using postgres.
2022-05-27 05:24:01;2022-05-27 05:47:15;IP Address;31.157.51.16;100;1393;TRUE;2022-05-27 05:47:17;R_1mVlC51UBS5fguW;;;;;45.0914;7.6639;anonymous;EN;5dc75ca46bba9b53c23a76af;Italy;31 - 40 years;Male;;Other (please specify below);Data scientist;Less than 3 years;Less than 3 years;PhD;;Yes, I understand this requirement;Scrum;;10;Our main product is a platform for text analytics in the context of ecommerce. We receive feedback, we analyze them and show insights.;Somewhat agree;Implementation of software packages/COTS;;Less than 1 year;In-house;;Less than 1 day per week;Yes;Somewhat disagree;Somewhat agree;Somewhat agree;Somewhat agree;Somewhat agree;Somewhat agree;Somewhat agree;Somewhat disagree;Neither agree nor disagree;Somewhat agree;Somewhat disagree;Somewhat disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Somewhat agree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Somewhat disagree;Neither agree nor disagree;Neither agree nor disagree;Strongly agree;Neither agree nor disagree;Somewhat agree;Somewhat disagree;Somewhat agree;Somewhat agree;Somewhat agree;Somewhat agree;Somewhat disagree;Somewhat disagree;Somewhat disagree;Somewhat disagree;Somewhat agree;Somewhat disagree;Strongly agree;Somewhat agree;Somewhat agree;Somewhat agree;Somewhat agree;Neither agree nor disagree;Somewhat agree;Somewhat agree;Somewhat agree;Somewhat agree;Somewhat agree;​​​​​​​Somewhat disagree;​​​​​​​Somewhat disagree;​​​​​​​Somewhat disagree;​​​​​​​Somewhat disagree;Somewhat agree;Somewhat agree;Somewhat agree;Somewhat agree;Mostly performance issues. ;Somewhat agree;Somewhat agree;Somewhat agree;Somewhat agree;Somewhat agree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Somewhat agree;Somewhat agree;Neither agree nor disagree;Casablanca;Somewhat disagree;Somewhat disagree;Somewhat disagree;Somewhat disagree;Neither agree nor disagree;Well, no experiments were done, but we insist on locally testing the performance of our algorithms all the time. We also constantly monitor our applications using services like Datadog, Argo, etc.;Sometimes;Never;Other (please specify below);Data scientist;As I said, we have a platform that analyzes text and provide insights in the form of graphs or stats.;As data scientists we use python, whereas developers use different programming languages.
