StartDate;EndDate;Status;IPAddress;Progress;Duration (in seconds);Finished;RecordedDate;ResponseId;RecipientLastName;RecipientFirstName;RecipientEmail;ExternalReference;LocationLatitude;LocationLongitude;DistributionChannel;UserLanguage;ProlificID;Location_1;Age_2;Gender_3;Gender_3_5_TEXT;Role_4;Role_4_8_TEXT;Experience_5;AgileExp_6;Education_7;Education_7_4_TEXT;Team_8;AgileMethod_9;AgileMethod_9_5_TEXT;TeamSize_10;ProjectScope_11;MultiFunc_12_1;SoftDev_13;SoftDev_13_4_TEXT;WorkingTogether_14;InHouseOutsource_15;InHouseOutsource_15_3_TEXT;Colocated_16;MultipleTeams_17;PS_18_1;PS_18_2;PS_18_3;PS_18_4;PS_18_5;PS_18_6;PS_18_7;Leadership_19_1;Leadership_19_2;Leadership_19_3;Leadership_20_1;Leadership_20_2;Leadership_20_3;Leadership_21_1;Leadership_21_2;Leadership_21_3;Leadership_21_4;Leadership_22_1;Leadership_22_2;Leadership_22_3;Leadership_22_4;Leadership_22_5;AttentionCheck_23_1;Autonomy_24_1;Autonomy_24_2;Autonomy_24_3;Autonomy_24_4;Autonomy_24_5;Autonomy_24_6;DecisionMaking_25_1;DecisionMaking_25_2;DecisionMaking_25_3;DecisionMaking_25_4;SlackTime_26_1;SlackTime_26_2;SlackTime_26_3;SafetyNet_27_1;SafetyNet_27_2;SafetyNet_27_3;NoBlame_28_1;NoBlame_28_2;NoBlame_28_3;Openness_29_1;Openness_29_2;Openness_29_3;Openness_29_4;Openness_29_5;SpeakingUp_30_1;SpeakingUp_30_2;SpeakingUp_30_3;SpeakingUp_30_4;AdmittingMistakes_31_1;AdmittingMistakes_31_2;AdmittingMistakes_31_3;AdmittingMistakes_31_4;AdmittingMistakes_32;LearningMistakes_33_1;LearningMistakes_33_2;LearningMistakes_33_3;Helping_34_1;Helping_34_2;Helping_34_3;Helping_34_4;Helping_34_5;ProblemSolving_35_1;ProblemSolving_35_2;ProblemSolving_35_3;AttentionCheck_36;TakingInitiatives_37_1;TakingInitiatives_37_2;TakingInitiatives_37_3;TakingInitiatives_37_4;TakingInitiatives_37_5;TakingInitiatives_38;Coaching_39;PairProgramming_40;Role_41;Role_41_8_TEXT;ProjectScope_42;Technologies_43
2022-12-01 05:20:25;2022-12-01 05:51:05;IP Address;86.14.254.32;100;1840;TRUE;2022-12-01 05:51:06;R_3KrSWT44xf1XEOh;;;;;51.5435;-0.1733;anonymous;EN;62d8aef8cacb055f0c728d34;United Kingdom;31 - 40 years;Male;;Software developers (including Front End, Back End developers, etc.);;9 - 11 years;6 - 8 years;Bachelor's degree;;Yes, I understand this requirement;Scrum;;3;Online project researching COVID-19. Data is scraped and manually input to Google Sheets. Website fetches the data and presents the findings in charts and diagrams.;Somewhat agree;Custom development;;More than 4 years;In-house;;Less than 1 day per week;No;Somewhat disagree;Somewhat disagree;Neither agree nor disagree;Somewhat agree;Strongly agree;Strongly agree;Somewhat agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Somewhat agree;Somewhat agree;Strongly agree;Somewhat agree;Somewhat agree;Somewhat agree;Somewhat agree;Somewhat agree;Somewhat agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Somewhat agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Somewhat agree;Somewhat agree;Neither agree nor disagree;Somewhat agree;Somewhat agree;Neither agree nor disagree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Somewhat agree;Somewhat agree;Strongly agree;Somewhat agree;Somewhat agree;Strongly agree;Somewhat agree;Strongly agree;"1. Forgetting to sanitize outputs on a webpage
2. Not reseting the site cache so new updates aren't visible or behaving correctly";Strongly agree;Somewhat agree;Strongly agree;Strongly agree;Somewhat agree;Somewhat agree;Strongly agree;Strongly agree;Somewhat agree;Strongly agree;Somewhat agree;Casablanca;Somewhat agree;Somewhat agree;Somewhat agree;Somewhat agree;Neither agree nor disagree;"1. Testing out new languages e.g. TypeScript to improve legability and reduce errors
2. Switching web app development to Laravel framework rather than custom framework, facilitates working with external developer should the situation arise.";Sometimes;Never;Software developers (including Front End, Back End developers, etc.);;"For our current project which scrapes and outputs COVID data we use:

PHP
Laravel 
React
TypeScript
Google API
";"Daily meeting to set objectives and answer any questions
Good communication, able to chat via Discord if working remotely
Manual and automated testing"
2022-12-01 05:20:17;2022-12-01 05:52:59;IP Address;178.85.236.71;100;1962;TRUE;2022-12-01 05:52:59;R_2e9z0cFmdHQNkIv;;;;;51.4384;5.4634;anonymous;EN;5e7d272089d6170d7f575f1d;Netherlands;30 years or younger;Male;;Software engineer;;3 - 5 years;3 - 5 years;Bachelor's degree;;Yes, I understand this requirement;Scrum;;5;Working on a car moduel that communicates with the internet, which allows the users to store and look at the cars history stats;Somewhat agree;Custom development;;Less than 1 year;Outsourced;;Less than 1 day per week;Yes;Strongly disagree;Strongly agree;Neither agree nor disagree;Neither agree nor disagree;Strongly agree;Neither agree nor disagree;Neither agree nor disagree;Somewhat agree;Neither agree nor disagree;Neither agree nor disagree;Somewhat agree;Somewhat agree;Somewhat agree;Somewhat agree;Strongly agree;Strongly agree;Somewhat agree;Neither agree nor disagree;Somewhat agree;Somewhat agree;Neither agree nor disagree;Somewhat agree;Strongly agree;Neither agree nor disagree;Somewhat agree;Neither agree nor disagree;Somewhat disagree;Somewhat disagree;Somewhat disagree;Somewhat agree;Somewhat agree;Somewhat agree;Somewhat agree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Somewhat agree;Somewhat agree;Somewhat agree;Somewhat agree;Somewhat agree;Somewhat agree;Somewhat agree;Somewhat agree;Somewhat agree;Somewhat agree;Somewhat agree;Strongly agree;Somewhat agree;Somewhat agree;Somewhat agree;Somewhat agree;Somewhat agree;Strongly agree;Somewhat agree;Once by correcting a defect on the code I ended up ignoring one of the clienst requirements, ending up in creating a new defect by solving the previous one the wrong way;Somewhat agree;Somewhat agree;Somewhat agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Somewhat agree;Somewhat agree;Somewhat agree;Casablanca;Somewhat agree;Neither agree nor disagree;Somewhat agree;Neither agree nor disagree;Somewhat agree;One of them was to present the team when major changes were in place, this to have as many eyes as possible to ensure these changes would no pose a risk.;About half the time;Never;Software engineer;;Currently working on a car module that connects to the Internet allowing the user to check the history stats of his vehicle;Language is mostly C with very minor instances of C++, the framework under which the development is done is ASPICE, and using svn to version the code.
2022-12-01 05:35:38;2022-12-01 05:54:36;IP Address;213.214.49.214;100;1138;TRUE;2022-12-01 05:54:36;R_1QnlBU5PFFXYC9T;;;;;50.8509;4.3447;anonymous;EN;5e0378a7b199e4e7e6ccd8e9;United States;30 years or younger;Male;;Solution architect;;3 - 5 years;Less than 3 years;Master's degree;;Yes, I understand this requirement;Scrum;;6;We are currently working on a project for an external firm, providing them with incremental development solutions to their back end project division;Somewhat agree;Maintenance/enhancement of existing system(s);;1 – 2 years;Outsourced;;3-4 days per week;No;Somewhat disagree;Somewhat agree;Strongly disagree;Somewhat agree;Strongly agree;Somewhat agree;Somewhat agree;Neither agree nor disagree;Somewhat agree;Somewhat agree;Somewhat agree;Neither agree nor disagree;Somewhat agree;Somewhat agree;Somewhat agree;Strongly agree;Somewhat agree;Neither agree nor disagree;Somewhat agree;Somewhat agree;Neither agree nor disagree;Somewhat agree;Strongly agree;Neither agree nor disagree;Somewhat agree;Somewhat agree;Somewhat disagree;Somewhat agree;Neither agree nor disagree;Strongly agree;Somewhat agree;Strongly agree;Somewhat agree;Neither agree nor disagree;Somewhat agree;Somewhat agree;Somewhat disagree;Neither agree nor disagree;Somewhat agree;Somewhat agree;Somewhat agree;Neither agree nor disagree;Somewhat agree;Neither agree nor disagree;Somewhat agree;Strongly agree;Somewhat agree;​​​​​​​Somewhat disagree;Somewhat agree;Strongly agree;Somewhat agree;Somewhat agree;Somewhat agree;Somewhat agree;Somewhat agree;Most of the times these mistakes are made up out of bugs, but I have admitted a few logical errors in the past.;Somewhat agree;Somewhat agree;Strongly agree;Strongly agree;Somewhat agree;Somewhat agree;Somewhat agree;Strongly agree;Strongly agree;Somewhat agree;Neither agree nor disagree;Casablanca;Strongly agree;Somewhat agree;Neither agree nor disagree;Neither agree nor disagree;Somewhat agree;We have experimented with and in turn implemented multiple proof readinging systems of our code, in order to analyse and correct mistakes. This has proven very helpful.;Sometimes;About half the time;Solution architect;;Currently working a project for a third party client, which requires different software development related soultions for their back end service / division. We are able to provide these solutions incrementally;"SCRUM, python, C++/C#, github, Swift, Ruby

The use of these languages differs per department / scope of the project"
2022-12-01 05:23:35;2022-12-01 05:57:26;IP Address;93.35.240.27;100;2031;TRUE;2022-12-01 05:57:27;R_3MDy2xuMHIEiq8m;;;;;45.4722;9.1922;anonymous;EN;58c62eac444ade00010231a9;Italy;Over 51 years old;Male;;Tech Lead;;More than 12 years;3 - 5 years;Bachelor's degree;;Yes, I understand this requirement;Scrum,XP;;7;A project for the tracking of work progress monitoring activities for a Research and Development Department in the chemical field;Strongly agree;Custom development,Implementation of software packages/COTS,Maintenance/enhancement of existing system(s);;3 – 4 years;Outsourced;;1-2 days per week;No;Strongly disagree;Somewhat disagree;Somewhat disagree;Strongly agree;Strongly agree;Strongly agree;Somewhat agree;Somewhat agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Somewhat agree;Somewhat agree;Strongly agree;Strongly agree;Somewhat agree;Strongly agree;Strongly agree;Somewhat agree;Somewhat agree;Strongly agree;Neither agree nor disagree;Somewhat agree;Neither agree nor disagree;Neither agree nor disagree;Somewhat agree;Neither agree nor disagree;Somewhat agree;Strongly agree;Strongly agree;Somewhat agree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Strongly agree;Strongly agree;Strongly agree;Somewhat agree;Strongly agree;Somewhat agree;Somewhat agree;Strongly agree;Somewhat agree;Strongly agree;Somewhat agree;Strongly agree;Somewhat agree;Strongly agree;Somewhat agree;Somewhat agree;Strongly agree;Somewhat agree;Strongly agree;Functions not working 100% properly as required, due to incomplete documentation and misunderstandings. Poor performances under certain circumstances that we solved reconsidering  and rearranging a spcefic module.;Strongly agree;Strongly agree;Somewhat agree;Somewhat agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Somewhat agree;Strongly agree;Somewhat agree;Casablanca;Somewhat agree;Somewhat agree;Somewhat agree;Somewhat agree;Somewhat agree;I think that tests are very important, in some cases we can use automated software that can predict error and/or logical vulnerabilities. These are remarkable ways to increase software quality ;Sometimes;About half the time;Tech Lead;;A stated before, I'm working on a project that tracks and manage reports about monitoring activities for a Research and Development Department.;"We may use a wide set of languages and environments, but we mostly use Pytom, Java,  JavaScript, C++, C#; Ruby... "
2022-12-01 05:40:27;2022-12-01 06:00:26;IP Address;81.56.42.34;100;1198;TRUE;2022-12-01 06:00:26;R_3JbeYytIJeqa7pN;;;;;41.9008;12.4874;anonymous;EN;5e750367341e3706609b4333;Italy;30 years or younger;Male;;Other (please specify below);PMO;Less than 3 years;Less than 3 years;Master's degree;;Yes, I understand this requirement;Other (please specify below);PMP;14;"Insurance company sells through phisical points of sale, web, app.
Updating Web contents for web, mobile and app version and ensuring interoperability between company tools (insurance data transmitted to company & agencies independently of the channel of purchase).
Implementing new services (sales through Contact Centers) & new products to be sold online (UX and DX)";Somewhat agree;Other (specify below);UAT phase;1 – 2 years;Outsourced;;Always;Yes;Neither agree nor disagree;Strongly disagree;Strongly disagree;Neither agree nor disagree;Strongly agree;Somewhat agree;Somewhat disagree;Strongly agree;Neither agree nor disagree;Somewhat agree;Somewhat agree;Somewhat agree;Strongly agree;Somewhat agree;Somewhat agree;Strongly agree;Neither agree nor disagree;Somewhat disagree;Somewhat disagree;Neither agree nor disagree;Neither agree nor disagree;Somewhat agree;Strongly agree;Somewhat agree;Somewhat agree;Strongly disagree;Somewhat disagree;Somewhat agree;Strongly disagree;Strongly agree;Strongly agree;Strongly agree;Somewhat agree;Somewhat disagree;Strongly disagree;Neither agree nor disagree;Strongly disagree;Strongly disagree;Neither agree nor disagree;Somewhat agree;Somewhat agree;Somewhat agree;Somewhat agree;Somewhat agree;Somewhat agree;Somewhat agree;Somewhat agree;Neither agree nor disagree;Neither agree nor disagree;Somewhat agree;Somewhat agree;Somewhat disagree;Neither agree nor disagree;Neither agree nor disagree;Somewhat agree;"We follow UAT testing and bugfixing.
1-We begun testing without proper code stability
2- we released a fix without NRT and broke other code parts that had to be fixed in production.";Somewhat agree;Somewhat agree;Strongly agree;Somewhat agree;Somewhat agree;Somewhat agree;Somewhat agree;Strongly agree;Somewhat agree;Somewhat agree;Somewhat agree;Casablanca;Somewhat agree;Somewhat agree;Somewhat agree;Somewhat agree;Somewhat agree;"As outsourced company we have limited ability to suggest new ideas.
However, we managed to propose a whole revised process for code releases (including GANTT sharing, stability test timetables, effort requirements and transparency). We are also involved in change management for the client firm into adopting new tools for software quality improvement (monitoring tools) and we are suggesting fixes to those tools to better serve our scope.";Sometimes;Never;Other (please specify below);PMO;"Updating user experience (also based on Analytics wrt current experience). The project uses the word ""omnichanel"" sales. The company sells through phone (agency or contact centers), agents, website, partner websites, partner companies & its proprietary app. When insurance products are bought the purchase has to be registered and shared across all systems (including email services to send ads, contract info, and register the coverage).
";"
Developement platforms:
Pega, MagNews, KillBill and many proprietary services (under NDA, sorry)

Monitoring and reporting:
ALM Octane (agile)
AHD (in dismissal)"
2022-12-01 05:40:16;2022-12-01 06:02:55;IP Address;188.83.250.188;100;1358;TRUE;2022-12-01 06:02:56;R_2dAU2stIDCHPaWp;;;;;41.1691;-8.6793;anonymous;EN;608f0f2703a37aceaf891392;Portugal;30 years or younger;Male;;Quality assurance engineer;;Less than 3 years;Less than 3 years;Master's degree;;Yes, I understand this requirement;XP;;7;Basically a program to apply certain hydraulic formulas for coastal structures and specifically for breakwater designs.;Somewhat agree;Custom development;;1 – 2 years;Outsourced;;Always;Yes;Neither agree nor disagree;Strongly agree;Somewhat disagree;Neither agree nor disagree;Strongly agree;Somewhat agree;Somewhat agree;Strongly agree;Somewhat agree;Somewhat disagree;Somewhat agree;Strongly agree;Neither agree nor disagree;Strongly agree;Somewhat agree;Strongly agree;Strongly agree;Somewhat agree;Neither agree nor disagree;Strongly agree;Somewhat agree;Neither agree nor disagree;Strongly agree;Somewhat agree;Strongly agree;Somewhat disagree;Strongly agree;Strongly agree;Somewhat agree;Strongly agree;Neither agree nor disagree;Strongly agree;Strongly agree;Somewhat agree;Neither agree nor disagree;Neither agree nor disagree;Somewhat agree;Somewhat disagree;Neither agree nor disagree;Strongly agree;Somewhat agree;Somewhat disagree;Somewhat disagree;Neither agree nor disagree;Strongly agree;Strongly agree;Somewhat agree;Somewhat agree;Strongly agree;Strongly agree;Strongly agree;Somewhat disagree;Somewhat disagree;Somewhat agree;Strongly agree;"I tried using a different software, and did not warn my team, was then surprised that some people from the tem were not very ""fluent"" in that software so it delayed some of our progress, i admitted my mistake and changed to the original software.";Strongly agree;Somewhat agree;Strongly agree;Strongly agree;Neither agree nor disagree;Somewhat disagree;Strongly disagree;Somewhat agree;Strongly agree;Strongly agree;Somewhat agree;Casablanca;Neither agree nor disagree;Somewhat disagree;Somewhat agree;Somewhat disagree;Somewhat agree;I tried to improve our effeciency by conducting tests more regularly, even if it was just unit testing and integration testing to guarantee quality.;Sometimes;Most of the time;Quality assurance engineer;;My team is working on a software that compiles and applies hydraulic formulas so they can be used in coastal engineering and the desinging of structures, mainly breakwater design.;We try to create a robust testing environment and to plan time allocation properly. We have 2 on our team that focus on security and performance testing. We are hoping to apply automated testing to high-risk areas to save money.
2022-12-01 05:32:19;2022-12-01 06:04:31;IP Address;165.225.196.209;100;1932;TRUE;2022-12-01 06:04:31;R_1r7kfPJA3Gkv1YW;;;;;53.4734;-2.3142;anonymous;EN;5d98f7f0b8040b036861464f;United Kingdom;30 years or younger;Female;;DevOps Engineer;;Less than 3 years;Less than 3 years;Bachelor's degree;;Yes, I understand this requirement;Scrum;;20;Our DevOps team is working exclusively with Lloyds's biggest and oldest loan ledger that the team has been maintaining for over 20 years;Somewhat agree;Maintenance/enhancement of existing system(s);;1 – 2 years;Outsourced;;Less than 1 day per week;Yes;Somewhat disagree;Strongly agree;Strongly disagree;Somewhat agree;Strongly agree;Strongly agree;Somewhat agree;Strongly agree;Neither agree nor disagree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Somewhat agree;Somewhat agree;Somewhat agree;Somewhat agree;Strongly agree;Strongly agree;Somewhat agree;Somewhat agree;Neither agree nor disagree;Somewhat agree;Neither agree nor disagree;Neither agree nor disagree;Somewhat agree;Strongly agree;Strongly agree;Strongly agree;Neither agree nor disagree;Neither agree nor disagree;Somewhat disagree;Somewhat agree;Somewhat agree;Strongly agree;Somewhat agree;Strongly agree;Somewhat agree;Somewhat agree;Somewhat agree;Somewhat agree;Somewhat agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;I left a robot database connection open that allows only one user to be connected to it and that caused an issue overnight;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Somewhat agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Casablanca;Somewhat agree;Neither agree nor disagree;Somewhat agree;Somewhat agree;Somewhat agree;One of the software (very legacy one) kept giving errors every evening for a week, so we came up with a solution together and implemented a change in the legacy code;Sometimes;Most of the time;DevOps Engineer;;I am working on a legacy project for the bank Lloyds, which is maintaining and supporting the oldest and biggest loan ledger for 25 years.;We are currently using SQL database, Kornshell, Python (recently), .NET, Unix, Pro*C and Tuxedo
2022-12-01 05:45:58;2022-12-01 06:06:51;IP Address;85.139.175.164;100;1252;TRUE;2022-12-01 06:06:53;R_1LUuMM7pzkEeojn;;;;;39.1586;-8.7876;anonymous;EN;61268da82463425a93da0aee;Portugal;30 years or younger;Male;;Software engineer;;6 - 8 years;Less than 3 years;Master's degree;;Yes, I understand this requirement;SAFe;;8;We currently are developing a new cloud based billing system for the IoT of our company;Strongly agree;Custom development,Implementation of software packages/COTS;;1 – 2 years;In-house;;1-2 days per week;Yes;Neither agree nor disagree;Strongly agree;Strongly disagree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Somewhat agree;Strongly agree;Strongly agree;Somewhat disagree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Neither agree nor disagree;Neither agree nor disagree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Recently I deleted a branch in GIT that belonged to another team member because the name was very similar to the one I wanted to delete and admit it to him. It was OK and he had it locally in his laptop, so everything went OK;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Casablanca;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;In this current team, I still didn't got the oportunity for that;Sometimes;Sometimes;Software engineer;;We are  urrently developing a new cloud based billing system for the IoT of our company, with Oracle as our vendor;"Java, Shell, Groovy, SQL, NOSQL as programming languages
Eclipse, GitLab, Jenkins, Nexus as frameworks/technologies"
2022-12-01 05:33:59;2022-12-01 06:07:34;IP Address;212.113.22.99;100;2014;TRUE;2022-12-01 06:07:36;R_3fTv5oCwkAG2lmV;;;;;51.5245;-0.1567;anonymous;EN;629e10d748005830b9eee9a0;United Kingdom;30 years or younger;Male;;Solution architect;;6 - 8 years;3 - 5 years;Master's degree;;Yes, I understand this requirement;Scrum;;10;Renewing the new Onbaording KYC system for corporate banking clients. The system will be used for kyc teams to onboard the clients, store documentation and ensure clients have adequate regulatory rights to trade.;Somewhat agree;Custom development,Maintenance/enhancement of existing system(s);;1 – 2 years;In-house;;3-4 days per week;Yes;Strongly disagree;Strongly agree;Strongly disagree;Strongly agree;Strongly agree;Somewhat agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Somewhat agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Somewhat agree;Strongly agree;Strongly disagree;Somewhat agree;Strongly agree;Somewhat agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Somewhat agree;Somewhat disagree;Neither agree nor disagree;Somewhat agree;Somewhat agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Somewhat agree;Somewhat agree;Somewhat agree;Somewhat agree;Strongly agree;Neither agree nor disagree;Strongly agree;Strongly agree;Strongly agree;Sometimes we have made syntax and calculation errors. The team are very detail oriented so these are picked up and resolved. We take note so that we don’t make these mistakes again and learn from the experience.;Strongly agree;Neither agree nor disagree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Somewhat agree;Strongly agree;Strongly agree;Casablanca;Somewhat agree;Somewhat agree;Strongly agree;Strongly agree;Strongly agree;Coding boot camps. Lunch and learn where a different team member teaches in a topic we have fallen short and can improve our skills.;Most of the time;Sometimes;Solution architect;;The KYC system for the corporate banking clients. The solution allows onboarding and offboarding, document management and connections to other in house systems.;N/A - Solution Architect.                                                             .
2022-12-01 05:51:24;2022-12-01 06:07:53;IP Address;97.108.226.114;100;989;TRUE;2022-12-01 06:07:54;R_33ehkl3qr955h0D;;;;;43.7197;-79.688;anonymous;EN;5de3b3221a7af83b98de0430;Canada;31 - 40 years;Female;;QA Lead;;More than 12 years;More than 12 years;PhD;;Yes, I understand this requirement;Kanban;;7;Automating various tasks within the workplace to focus on more important issues such as creating a single reporting system instead of multiple programs to handle each particular aspect.  I am also trying to find ways to cut costs so that the workers don't feel burnt out.;Neither agree nor disagree;Custom development,Implementation of software packages/COTS,Maintenance/enhancement of existing system(s);;More than 4 years;In-house;;Less than 1 day per week;Yes;Strongly agree;Strongly disagree;Strongly agree;Strongly disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Somewhat disagree;Somewhat disagree;Strongly disagree;Strongly disagree;Strongly disagree;Strongly disagree;Strongly disagree;Strongly disagree;Strongly disagree;Strongly disagree;Strongly disagree;Strongly disagree;Strongly disagree;Strongly disagree;Strongly agree;Strongly agree;Strongly agree;Neither agree nor disagree;Somewhat agree;Somewhat agree;Somewhat agree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Strongly disagree;Strongly disagree;Strongly disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Somewhat disagree;Somewhat disagree;Somewhat disagree;Somewhat disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;​​​​​​​Somewhat disagree;​​​​​​​Somewhat disagree;​​​​​​​Somewhat disagree;​​​​​​​Somewhat disagree;Strongly disagree;Somewhat disagree;Somewhat disagree;Strongly disagree;I am proud to say that I haven't to date and I hope that I don't.  I check my work repeatedly and then even after checking, I continue to check it.  I find my own  mistakes before they get out.  ;Strongly disagree;Strongly agree;Somewhat disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Casablanca;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Somewhat agree;Neither agree nor disagree;We will try things one way and see how it goes for a month and then report the outcome.  I can't really think of anything specific at the moment.;Sometimes;Sometimes;QA Lead;;I am currently finding ways to automate processes within the workplace to make things more efficient as well as alleviate the burnout within my staff.;We are currently using Lean 6 Sigma and Kanban methods.  Some of the staff are resistant to change, but once they see that life gets easier, they are more open and start to follow along.
2022-12-01 05:21:14;2022-12-01 06:12:09;IP Address;194.62.232.103;100;3055;TRUE;2022-12-01 06:12:10;R_W0S9iYL2cqCS5B7;;;;;51.4964;-0.1224;anonymous;EN;63191a142fc45c3bf7036510;United Kingdom;30 years or younger;Male;;Software engineer;;3 - 5 years;Less than 3 years;Bachelor's degree;;Yes, I understand this requirement;Scrum;;6;We are currently creating a gathering/planning app for students and other people alike that allow users to plan events and attend events together. The app will allow users to discuss with other users on the network about events within an area and also allow then to plan and organise events of their own, on a small or large scale. It will help users to congregate with other people who have similar interests and assist in organising events on a large scale.;Strongly agree;Custom development,Implementation of software packages/COTS;;Less than 1 year;Outsourced;;1-2 days per week;No;Somewhat disagree;Neither agree nor disagree;Strongly disagree;Somewhat agree;Strongly agree;Strongly agree;Somewhat agree;Somewhat agree;Neither agree nor disagree;Strongly agree;Somewhat agree;Strongly agree;Somewhat agree;Strongly agree;Somewhat agree;Somewhat agree;Somewhat agree;Neither agree nor disagree;Somewhat agree;Somewhat agree;Somewhat agree;Somewhat agree;Strongly agree;Somewhat agree;Somewhat agree;Somewhat agree;Somewhat agree;Neither agree nor disagree;Somewhat agree;Somewhat agree;Strongly agree;Somewhat agree;Strongly agree;Somewhat agree;Somewhat agree;Somewhat agree;Somewhat agree;Somewhat agree;Somewhat agree;Strongly agree;Somewhat agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Somewhat agree;Strongly agree;Somewhat agree;Somewhat agree;Somewhat agree;Somewhat agree;Strongly agree;Somewhat agree;Neither agree nor disagree;Somewhat agree;"The design of the database storage we had used in our software used mysql which we had issues with from our development team. After consulting our team, we changed to MongoDB because it was more suited for our programs needs.

A rather simple quality mistake that we had with was the general UI that the Front-End Developers had created. It made it quite difficult to link the Front and Back ends parts together and so as part of the Front End team for development, we have changed the way that some of the feature on the user interface interact with the data side of the back end programming.";Strongly agree;Somewhat agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Casablanca;Somewhat agree;Neither agree nor disagree;Somewhat agree;Strongly agree;Somewhat agree;one of the tests that we did was for the first generation of our planner application. We ran a test with 10 users and asked them to try to use the app for planning a small gathering event (eg, a small meetup at a medium sized concert). We ran the test and found that user were confused over the functionality of some of the the features, particularly the features that involve planning date and specific times at certain events. Whilst it was clear to us as the developers how we intended to implement the features, the user friendliness was clearly something that we had to work on and so the Front end team had to work to create a more ergonomic design and planning feature for the dates and times.;Sometimes;Most of the time;Software engineer;;We are creating a planner/gathering application for students and other users for planning meetups for different events varying from small group meetings to larger scale concerts. We want the app to make it easier for user to plan and organise events that other programs may offer but want to intergrate into one single application;"Programing languages used:
Java
React
HTML
CSS
mySQL (discontinued)
MongoDB
Git
Coding in Visual Basic 2019"
